physical_quantity;power
2014-10-01 00:00:00+01:00;170.0
2014-10-01 00:01:00+01:00;170.57142857142858
2014-10-01 00:02:00+01:00;170.0
2014-10-01 00:03:00+01:00;98.0
2014-10-01 00:04:00+01:00;98.0
2014-10-01 00:05:00+01:00;98.0
2014-10-01 00:06:00+01:00;97.625
2014-10-01 00:07:00+01:00;98.16666666666669
2014-10-01 00:08:00+01:00;98.14285714285714
2014-10-01 00:09:00+01:00;98.0
2014-10-01 00:10:00+01:00;97.5
2014-10-01 00:11:00+01:00;97.8
2014-10-01 00:12:00+01:00;98.0
2014-10-01 00:13:00+01:00;98.125
2014-10-01 00:14:00+01:00;98.2
2014-10-01 00:15:00+01:00;110.85714285714286
2014-10-01 00:16:00+01:00;195.44444444444449
2014-10-01 00:17:00+01:00;197.0
2014-10-01 00:18:00+01:00;198.75
2014-10-01 00:19:00+01:00;194.8571428571429
2014-10-01 00:20:00+01:00;191.42857142857144
2014-10-01 00:21:00+01:00;190.14285714285717
2014-10-01 00:22:00+01:00;189.5
2014-10-01 00:23:00+01:00;190.2
2014-10-01 00:24:00+01:00;189.57142857142856
2014-10-01 00:25:00+01:00;191.0
2014-10-01 00:26:00+01:00;190.25
2014-10-01 00:27:00+01:00;155.125
2014-10-01 00:28:00+01:00;98.28571428571428
2014-10-01 00:29:00+01:00;98.125
2014-10-01 00:30:00+01:00;98.14285714285714
2014-10-01 00:31:00+01:00;97.75
2014-10-01 00:32:00+01:00;98.28571428571428
2014-10-01 00:33:00+01:00;97.875
2014-10-01 00:34:00+01:00;98.0
2014-10-01 00:35:00+01:00;97.5
2014-10-01 00:36:00+01:00;97.85714285714286
2014-10-01 00:37:00+01:00;97.875
2014-10-01 00:38:00+01:00;98.0
2014-10-01 00:39:00+01:00;98.0
2014-10-01 00:40:00+01:00;98.14285714285714
2014-10-01 00:41:00+01:00;97.875
2014-10-01 00:42:00+01:00;98.0
2014-10-01 00:43:00+01:00;98.0
2014-10-01 00:44:00+01:00;193.125
2014-10-01 00:45:00+01:00;195.28571428571428
2014-10-01 00:46:00+01:00;196.875
2014-10-01 00:47:00+01:00;193.0
2014-10-01 00:48:00+01:00;191.0
2014-10-01 00:49:00+01:00;191.57142857142856
2014-10-01 00:50:00+01:00;190.0
2014-10-01 00:51:00+01:00;256.7142857142857
2014-10-01 00:52:00+01:00;320.125
2014-10-01 00:53:00+01:00;319.57142857142856
2014-10-01 00:54:00+01:00;320.75
2014-10-01 00:55:00+01:00;321.0
2014-10-01 00:56:00+01:00;319.875
2014-10-01 00:57:00+01:00;320.7142857142857
2014-10-01 00:58:00+01:00;321.0
2014-10-01 00:59:00+01:00;255.28571428571428
2014-10-01 01:00:00+01:00;170.25
2014-10-01 01:01:00+01:00;170.57142857142858
2014-10-01 01:02:00+01:00;169.875
2014-10-01 01:03:00+01:00;108.14285714285714
2014-10-01 01:04:00+01:00;98.125
2014-10-01 01:05:00+01:00;98.0
2014-10-01 01:06:00+01:00;97.875
2014-10-01 01:07:00+01:00;98.0
2014-10-01 01:08:00+01:00;98.0
2014-10-01 01:09:00+01:00;97.57142857142856
2014-10-01 01:10:00+01:00;97.875
2014-10-01 01:11:00+01:00;97.85714285714286
2014-10-01 01:12:00+01:00;98.0
2014-10-01 01:13:00+01:00;97.875
2014-10-01 01:14:00+01:00;98.28571428571428
2014-10-01 01:15:00+01:00;121.5
2014-10-01 01:16:00+01:00;194.7142857142857
2014-10-01 01:17:00+01:00;197.125
2014-10-01 01:18:00+01:00;198.7142857142857
2014-10-01 01:19:00+01:00;194.625
2014-10-01 01:20:00+01:00;191.57142857142856
2014-10-01 01:21:00+01:00;190.25
2014-10-01 01:22:00+01:00;189.75
2014-10-01 01:23:00+01:00;189.8571428571429
2014-10-01 01:24:00+01:00;190.125
2014-10-01 01:25:00+01:00;190.14285714285717
2014-10-01 01:26:00+01:00;190.625
2014-10-01 01:27:00+01:00;190.42857142857144
2014-10-01 01:28:00+01:00;190.125
2014-10-01 01:29:00+01:00;190.0
2014-10-01 01:30:00+01:00;190.0
2014-10-01 01:31:00+01:00;110.375
2014-10-01 01:32:00+01:00;98.28571428571428
2014-10-01 01:33:00+01:00;98.25
2014-10-01 01:34:00+01:00;98.57142857142856
2014-10-01 01:35:00+01:00;98.375
2014-10-01 01:36:00+01:00;98.25
2014-10-01 01:37:00+01:00;98.14285714285714
2014-10-01 01:38:00+01:00;98.5
2014-10-01 01:39:00+01:00;98.28571428571428
2014-10-01 01:40:00+01:00;97.875
