physical_quantity;power
2014-04-01 00:00:00+01:00;208.16666666666663
2014-04-01 00:01:00+01:00;207.9
2014-04-01 00:02:00+01:00;207.6
2014-04-01 00:03:00+01:00;208.2
2014-04-01 00:04:00+01:00;208.3
2014-04-01 00:05:00+01:00;198.6
2014-04-01 00:06:00+01:00;116.0
2014-04-01 00:07:00+01:00;116.4
2014-04-01 00:08:00+01:00;116.0
2014-04-01 00:09:00+01:00;115.6
2014-04-01 00:10:00+01:00;115.5
2014-04-01 00:11:00+01:00;115.6
2014-04-01 00:12:00+01:00;115.8
2014-04-01 00:13:00+01:00;116.5
2014-04-01 00:14:00+01:00;115.55555555555556
2014-04-01 00:15:00+01:00;114.9090909090909
2014-04-01 00:16:00+01:00;114.9
2014-04-01 00:17:00+01:00;114.9
2014-04-01 00:18:00+01:00;115.7
2014-04-01 00:19:00+01:00;114.9
2014-04-01 00:20:00+01:00;114.9
2014-04-01 00:21:00+01:00;163.6
2014-04-01 00:22:00+01:00;214.5
2014-04-01 00:23:00+01:00;215.5
2014-04-01 00:24:00+01:00;215.6
2014-04-01 00:25:00+01:00;209.0
2014-04-01 00:26:00+01:00;208.0
2014-04-01 00:27:00+01:00;208.33333333333331
2014-04-01 00:28:00+01:00;208.0
2014-04-01 00:29:00+01:00;207.55555555555557
2014-04-01 00:30:00+01:00;207.9090909090909
2014-04-01 00:31:00+01:00;207.7
2014-04-01 00:32:00+01:00;207.8
2014-04-01 00:33:00+01:00;206.7
2014-04-01 00:34:00+01:00;207.0
2014-04-01 00:35:00+01:00;219.1818181818182
2014-04-01 00:36:00+01:00;289.5
2014-04-01 00:37:00+01:00;186.5
2014-04-01 00:38:00+01:00;187.9
2014-04-01 00:39:00+01:00;187.7
2014-04-01 00:40:00+01:00;186.9
2014-04-01 00:41:00+01:00;187.7
2014-04-01 00:42:00+01:00;186.7
2014-04-01 00:43:00+01:00;186.5
2014-04-01 00:44:00+01:00;187.4
2014-04-01 00:45:00+01:00;187.8
2014-04-01 00:46:00+01:00;187.9
2014-04-01 00:47:00+01:00;187.7
2014-04-01 00:48:00+01:00;188.4
2014-04-01 00:49:00+01:00;130.3
2014-04-01 00:50:00+01:00;116.4
2014-04-01 00:51:00+01:00;143.9
2014-04-01 00:52:00+01:00;216.7
2014-04-01 00:53:00+01:00;215.8
2014-04-01 00:54:00+01:00;213.4
2014-04-01 00:55:00+01:00;209.5
2014-04-01 00:56:00+01:00;207.7
2014-04-01 00:57:00+01:00;207.4
2014-04-01 00:58:00+01:00;208.2
2014-04-01 00:59:00+01:00;207.2
2014-04-01 01:00:00+01:00;206.9
2014-04-01 01:01:00+01:00;206.55555555555557
2014-04-01 01:02:00+01:00;205.0909090909091
2014-04-01 01:03:00+01:00;205.4
2014-04-01 01:04:00+01:00;205.9
2014-04-01 01:05:00+01:00;232.55555555555557
2014-04-01 01:06:00+01:00;284.45454545454544
2014-04-01 01:07:00+01:00;236.0
2014-04-01 01:08:00+01:00;156.8
2014-04-01 01:09:00+01:00;114.1
2014-04-01 01:10:00+01:00;114.2
2014-04-01 01:11:00+01:00;113.9
2014-04-01 01:12:00+01:00;114.4
2014-04-01 01:13:00+01:00;113.4
2014-04-01 01:14:00+01:00;111.7
2014-04-01 01:15:00+01:00;111.3
2014-04-01 01:16:00+01:00;110.9
2014-04-01 01:17:00+01:00;110.5
2014-04-01 01:18:00+01:00;110.7
2014-04-01 01:19:00+01:00;110.8
2014-04-01 01:20:00+01:00;110.6
2014-04-01 01:21:00+01:00;210.2
2014-04-01 01:22:00+01:00;390.3
2014-04-01 01:23:00+01:00;345.6
2014-04-01 01:24:00+01:00;222.1
2014-04-01 01:25:00+01:00;204.11111111111111
2014-04-01 01:26:00+01:00;202.8181818181818
2014-04-01 01:27:00+01:00;202.6
2014-04-01 01:28:00+01:00;199.7
2014-04-01 01:29:00+01:00;199.5
2014-04-01 01:30:00+01:00;200.1
2014-04-01 01:31:00+01:00;200.1
2014-04-01 01:32:00+01:00;199.4
2014-04-01 01:33:00+01:00;199.0
2014-04-01 01:34:00+01:00;198.8
2014-04-01 01:35:00+01:00;189.4
2014-04-01 01:36:00+01:00;109.7
2014-04-01 01:37:00+01:00;109.55555555555556
2014-04-01 01:38:00+01:00;109.27272727272728
2014-04-01 01:39:00+01:00;109.6
2014-04-01 01:40:00+01:00;109.1
2014-04-01 01:41:00+01:00;109.1
2014-04-01 01:42:00+01:00;108.88888888888889
2014-04-01 01:43:00+01:00;109.54545454545456
2014-04-01 01:44:00+01:00;109.5
2014-04-01 01:45:00+01:00;110.0
2014-04-01 01:46:00+01:00;109.4
2014-04-01 01:47:00+01:00;109.6
2014-04-01 01:48:00+01:00;109.6
2014-04-01 01:49:00+01:00;109.4
2014-04-01 01:50:00+01:00;109.6
2014-04-01 01:51:00+01:00;167.0
2014-04-01 01:52:00+01:00;206.3
2014-04-01 01:53:00+01:00;207.1
2014-04-01 01:54:00+01:00;205.0
2014-04-01 01:55:00+01:00;198.9
2014-04-01 01:56:00+01:00;198.8
2014-04-01 01:57:00+01:00;198.3
2014-04-01 01:58:00+01:00;197.8
2014-04-01 01:59:00+01:00;273.5
2014-04-01 02:00:00+01:00;322.3
2014-04-01 02:01:00+01:00;322.9
2014-04-01 02:02:00+01:00;322.9
2014-04-01 02:03:00+01:00;323.2
2014-04-01 02:04:00+01:00;321.8
2014-04-01 02:05:00+01:00;322.5
2014-04-01 02:06:00+01:00;206.9
2014-04-01 02:07:00+01:00;178.9
2014-04-01 02:08:00+01:00;179.1
2014-04-01 02:09:00+01:00;178.44444444444446
2014-04-01 02:10:00+01:00;178.1818181818182
