physical_quantity;power
2014-04-01 00:00:00+01:00;475.0
2014-04-01 00:01:00+01:00;466.5
2014-04-01 00:02:00+01:00;465.0
2014-04-01 00:03:00+01:00;465.57142857142856
2014-04-01 00:04:00+01:00;465.9
2014-04-01 00:05:00+01:00;458.0
2014-04-01 00:06:00+01:00;459.5
2014-04-01 00:07:00+01:00;439.5
2014-04-01 00:08:00+01:00;440.6666666666667
2014-04-01 00:09:00+01:00;448.0
2014-04-01 00:10:00+01:00;464.0
2014-04-01 00:11:00+01:00;461.5
2014-04-01 00:12:00+01:00;497.7142857142857
2014-04-01 00:13:00+01:00;491.8
2014-04-01 00:14:00+01:00;487.7
2014-04-01 00:15:00+01:00;488.125
2014-04-01 00:16:00+01:00;487.8571428571428
2014-04-01 00:17:00+01:00;490.0
2014-04-01 00:18:00+01:00;500.0
2014-04-01 00:19:00+01:00;492.3
2014-04-01 00:20:00+01:00;497.57142857142856
2014-04-01 00:21:00+01:00;475.1428571428572
2014-04-01 00:22:00+01:00;476.7
2014-04-01 00:23:00+01:00;1394.6
2014-04-01 00:24:00+01:00;2211.6
2014-04-01 00:25:00+01:00;2195.4
2014-04-01 00:26:00+01:00;2192.0
2014-04-01 00:27:00+01:00;2187.2
2014-04-01 00:28:00+01:00;2188.8
2014-04-01 00:29:00+01:00;2171.333333333333
2014-04-01 00:30:00+01:00;2185.5
2014-04-01 00:31:00+01:00;2199.75
2014-04-01 00:32:00+01:00;2205.7
2014-04-01 00:33:00+01:00;2119.6666666666665
2014-04-01 00:34:00+01:00;2101.0
2014-04-01 00:35:00+01:00;2072.8
2014-04-01 00:36:00+01:00;459.8
2014-04-01 00:37:00+01:00;450.2857142857143
2014-04-01 00:38:00+01:00;444.0
2014-04-01 00:39:00+01:00;449.8
2014-04-01 00:40:00+01:00;452.2857142857143
2014-04-01 00:41:00+01:00;442.25
2014-04-01 00:42:00+01:00;441.57142857142856
2014-04-01 00:43:00+01:00;446.57142857142856
2014-04-01 00:44:00+01:00;448.875
2014-04-01 00:45:00+01:00;463.9
2014-04-01 00:46:00+01:00;442.7
2014-04-01 00:47:00+01:00;450.1
2014-04-01 00:48:00+01:00;430.4
2014-04-01 00:49:00+01:00;426.875
2014-04-01 00:50:00+01:00;428.44444444444446
2014-04-01 00:51:00+01:00;434.22222222222223
2014-04-01 00:52:00+01:00;465.2
2014-04-01 00:53:00+01:00;480.75
2014-04-01 00:54:00+01:00;476.57142857142856
2014-04-01 00:55:00+01:00;480.1
2014-04-01 00:56:00+01:00;479.0
2014-04-01 00:57:00+01:00;480.9
2014-04-01 00:58:00+01:00;450.8
2014-04-01 00:59:00+01:00;431.4
2014-04-01 01:00:00+01:00;432.2
2014-04-01 01:01:00+01:00;434.6
2014-04-01 01:02:00+01:00;436.22222222222223
2014-04-01 01:03:00+01:00;430.6666666666667
2014-04-01 01:04:00+01:00;426.27272727272725
2014-04-01 01:05:00+01:00;423.4
2014-04-01 01:06:00+01:00;425.6
2014-04-01 01:07:00+01:00;426.0
2014-04-01 01:08:00+01:00;427.0
2014-04-01 01:09:00+01:00;427.1428571428572
2014-04-01 01:10:00+01:00;428.8571428571428
2014-04-01 01:11:00+01:00;424.8
2014-04-01 01:12:00+01:00;422.0
2014-04-01 01:13:00+01:00;419.7
2014-04-01 01:14:00+01:00;422.8
2014-04-01 01:15:00+01:00;423.5
2014-04-01 01:16:00+01:00;475.5
2014-04-01 01:17:00+01:00;465.4
2014-04-01 01:18:00+01:00;461.1
2014-04-01 01:19:00+01:00;458.8888888888889
2014-04-01 01:20:00+01:00;460.8
2014-04-01 01:21:00+01:00;456.5
2014-04-01 01:22:00+01:00;415.54545454545456
2014-04-01 01:23:00+01:00;416.1
2014-04-01 01:24:00+01:00;701.2857142857143
2014-04-01 01:25:00+01:00;692.2727272727273
2014-04-01 01:26:00+01:00;675.8888888888889
2014-04-01 01:27:00+01:00;677.9
2014-04-01 01:28:00+01:00;675.1
2014-04-01 01:29:00+01:00;675.2
2014-04-01 01:30:00+01:00;675.1
2014-04-01 01:31:00+01:00;677.7
2014-04-01 01:32:00+01:00;686.5
2014-04-01 01:33:00+01:00;683.1
2014-04-01 01:34:00+01:00;684.0
2014-04-01 01:35:00+01:00;682.8
2014-04-01 01:36:00+01:00;692.8
2014-04-01 01:37:00+01:00;693.1538461538462
2014-04-01 01:38:00+01:00;694.3333333333334
2014-04-01 01:39:00+01:00;698.8571428571429
2014-04-01 01:40:00+01:00;697.6
2014-04-01 01:41:00+01:00;692.5
2014-04-01 01:42:00+01:00;703.2
2014-04-01 01:43:00+01:00;481.5
2014-04-01 01:44:00+01:00;426.5
2014-04-01 01:45:00+01:00;427.9
2014-04-01 01:46:00+01:00;418.3636363636364
2014-04-01 01:47:00+01:00;488.6
2014-04-01 01:48:00+01:00;461.0
2014-04-01 01:49:00+01:00;462.0
2014-04-01 01:50:00+01:00;473.2
2014-04-01 01:51:00+01:00;483.5
2014-04-01 01:52:00+01:00;481.0
2014-04-01 01:53:00+01:00;492.7
2014-04-01 01:54:00+01:00;495.9090909090909
2014-04-01 01:55:00+01:00;493.2
2014-04-01 01:56:00+01:00;487.2
2014-04-01 01:57:00+01:00;488.1
2014-04-01 01:58:00+01:00;490.9
2014-04-01 01:59:00+01:00;490.875
2014-04-01 02:00:00+01:00;499.0
2014-04-01 02:01:00+01:00;507.1
2014-04-01 02:02:00+01:00;492.5
2014-04-01 02:03:00+01:00;497.77777777777777
2014-04-01 02:04:00+01:00;497.22222222222223
2014-04-01 02:05:00+01:00;484.4
2014-04-01 02:06:00+01:00;479.44444444444446
2014-04-01 02:07:00+01:00;483.0
2014-04-01 02:08:00+01:00;486.875
2014-04-01 02:09:00+01:00;476.2857142857143
2014-04-01 02:10:00+01:00;475.875
2014-04-01 02:11:00+01:00;469.3
2014-04-01 02:12:00+01:00;476.0
2014-04-01 02:13:00+01:00;480.3
2014-04-01 02:14:00+01:00;488.3
2014-04-01 02:15:00+01:00;481.8
2014-04-01 02:16:00+01:00;469.7
2014-04-01 02:17:00+01:00;465.0
2014-04-01 02:18:00+01:00;471.5
