physical_quantity;power
2015-01-01 00:00:00+00:00;153.66666666666666
2015-01-01 00:01:00+00:00;153.88888888888889
2015-01-01 00:02:00+00:00;153.25
2015-01-01 00:03:00+00:00;153.33333333333334
2015-01-01 00:04:00+00:00;253.0
2015-01-01 00:05:00+00:00;189.66666666666663
2015-01-01 00:06:00+00:00;189.88888888888889
2015-01-01 00:07:00+00:00;186.22222222222223
2015-01-01 00:08:00+00:00;184.88888888888889
2015-01-01 00:09:00+00:00;182.88888888888889
2015-01-01 00:10:00+00:00;182.0
2015-01-01 00:11:00+00:00;182.125
2015-01-01 00:12:00+00:00;180.44444444444449
2015-01-01 00:13:00+00:00;180.55555555555557
2015-01-01 00:14:00+00:00;180.11111111111111
2015-01-01 00:15:00+00:00;114.66666666666669
2015-01-01 00:16:00+00:00;107.0
2015-01-01 00:17:00+00:00;106.66666666666669
2015-01-01 00:18:00+00:00;106.88888888888889
2015-01-01 00:19:00+00:00;107.33333333333331
2015-01-01 00:20:00+00:00;107.0
2015-01-01 00:21:00+00:00;106.88888888888889
2015-01-01 00:22:00+00:00;107.44444444444444
2015-01-01 00:23:00+00:00;107.55555555555556
2015-01-01 00:24:00+00:00;132.44444444444446
2015-01-01 00:25:00+00:00;107.11111111111111
2015-01-01 00:26:00+00:00;107.11111111111111
2015-01-01 00:27:00+00:00;107.0
2015-01-01 00:28:00+00:00;107.1
2015-01-01 00:29:00+00:00;107.11111111111111
2015-01-01 00:30:00+00:00;107.0
2015-01-01 00:31:00+00:00;106.77777777777776
2015-01-01 00:32:00+00:00;106.77777777777776
2015-01-01 00:33:00+00:00;107.11111111111111
2015-01-01 00:34:00+00:00;107.22222222222224
2015-01-01 00:35:00+00:00;106.75
2015-01-01 00:36:00+00:00;107.0
2015-01-01 00:37:00+00:00;106.66666666666669
2015-01-01 00:38:00+00:00;115.66666666666669
2015-01-01 00:39:00+00:00;188.22222222222223
2015-01-01 00:40:00+00:00;191.77777777777777
2015-01-01 00:41:00+00:00;223.88888888888889
2015-01-01 00:42:00+00:00;235.625
2015-01-01 00:43:00+00:00;311.22222222222223
2015-01-01 00:44:00+00:00;310.6666666666667
2015-01-01 00:45:00+00:00;310.77777777777777
2015-01-01 00:46:00+00:00;308.7
2015-01-01 00:47:00+00:00;309.22222222222223
2015-01-01 00:48:00+00:00;309.22222222222223
2015-01-01 00:49:00+00:00;307.0
2015-01-01 00:50:00+00:00;167.88888888888889
2015-01-01 00:51:00+00:00;167.125
2015-01-01 00:52:00+00:00;167.11111111111111
2015-01-01 00:53:00+00:00;167.22222222222223
2015-01-01 00:54:00+00:00;126.44444444444444
2015-01-01 00:55:00+00:00;106.22222222222224
2015-01-01 00:56:00+00:00;106.66666666666669
2015-01-01 00:57:00+00:00;106.66666666666669
2015-01-01 00:58:00+00:00;106.55555555555556
2015-01-01 00:59:00+00:00;106.625
2015-01-01 01:00:00+00:00;198.33333333333331
2015-01-01 01:01:00+00:00;206.55555555555557
2015-01-01 01:02:00+00:00;184.11111111111111
2015-01-01 01:03:00+00:00;106.33333333333331
2015-01-01 01:04:00+00:00;106.88888888888889
2015-01-01 01:05:00+00:00;106.44444444444444
2015-01-01 01:06:00+00:00;106.55555555555556
2015-01-01 01:07:00+00:00;106.77777777777776
2015-01-01 01:08:00+00:00;107.22222222222224
2015-01-01 01:09:00+00:00;106.375
2015-01-01 01:10:00+00:00;106.77777777777776
2015-01-01 01:11:00+00:00;106.88888888888889
2015-01-01 01:12:00+00:00;106.55555555555556
2015-01-01 01:13:00+00:00;187.77777777777777
2015-01-01 01:14:00+00:00;190.55555555555557
2015-01-01 01:15:00+00:00;192.88888888888889
2015-01-01 01:16:00+00:00;188.11111111111111
2015-01-01 01:17:00+00:00;186.25
2015-01-01 01:18:00+00:00;185.22222222222223
2015-01-01 01:19:00+00:00;183.66666666666663
2015-01-01 01:20:00+00:00;183.22222222222223
2015-01-01 01:21:00+00:00;181.55555555555557
2015-01-01 01:22:00+00:00;181.77777777777777
2015-01-01 01:23:00+00:00;165.11111111111111
2015-01-01 01:24:00+00:00;107.0
2015-01-01 01:25:00+00:00;106.88888888888889
2015-01-01 01:26:00+00:00;106.875
2015-01-01 01:27:00+00:00;106.66666666666669
2015-01-01 01:28:00+00:00;106.77777777777776
2015-01-01 01:29:00+00:00;106.77777777777776
2015-01-01 01:30:00+00:00;106.77777777777776
2015-01-01 01:31:00+00:00;133.66666666666666
2015-01-01 01:32:00+00:00;154.11111111111111
2015-01-01 01:33:00+00:00;154.11111111111111
2015-01-01 01:34:00+00:00;130.375
2015-01-01 01:35:00+00:00;106.33333333333331
2015-01-01 01:36:00+00:00;106.44444444444444
2015-01-01 01:37:00+00:00;106.77777777777776
2015-01-01 01:38:00+00:00;106.33333333333331
2015-01-01 01:39:00+00:00;106.88888888888889
2015-01-01 01:40:00+00:00;106.11111111111111
2015-01-01 01:41:00+00:00;106.22222222222224
2015-01-01 01:42:00+00:00;106.22222222222224
2015-01-01 01:43:00+00:00;106.22222222222224
2015-01-01 01:44:00+00:00;106.77777777777776
2015-01-01 01:45:00+00:00;106.55555555555556
2015-01-01 01:46:00+00:00;106.625
2015-01-01 01:47:00+00:00;107.0
2015-01-01 01:48:00+00:00;162.11111111111111
2015-01-01 01:49:00+00:00;249.11111111111111
2015-01-01 01:50:00+00:00;318.1111111111111
2015-01-01 01:51:00+00:00;316.8888888888889
2015-01-01 01:52:00+00:00;314.44444444444446
2015-01-01 01:53:00+00:00;311.77777777777777
2015-01-01 01:54:00+00:00;309.44444444444446
2015-01-01 01:55:00+00:00;311.0
2015-01-01 01:56:00+00:00;310.0
2015-01-01 01:57:00+00:00;306.625
2015-01-01 01:58:00+00:00;301.77777777777777
2015-01-01 01:59:00+00:00;167.88888888888889
2015-01-01 02:00:00+00:00;167.66666666666666
2015-01-01 02:01:00+00:00;126.88888888888889
2015-01-01 02:02:00+00:00;106.77777777777776
2015-01-01 02:03:00+00:00;107.4
2015-01-01 02:04:00+00:00;107.22222222222224
2015-01-01 02:05:00+00:00;107.33333333333331
2015-01-01 02:06:00+00:00;107.11111111111111
2015-01-01 02:07:00+00:00;107.22222222222224
2015-01-01 02:08:00+00:00;107.0
2015-01-01 02:09:00+00:00;107.11111111111111
2015-01-01 02:10:00+00:00;107.0
2015-01-01 02:11:00+00:00;168.11111111111111
2015-01-01 02:12:00+00:00;207.2
2015-01-01 02:13:00+00:00;207.28571428571428
2015-01-01 02:14:00+00:00;118.33333333333331
2015-01-01 02:15:00+00:00;107.22222222222224
2015-01-01 02:16:00+00:00;107.44444444444444
2015-01-01 02:17:00+00:00;108.0
2015-01-01 02:18:00+00:00;107.77777777777776
2015-01-01 02:19:00+00:00;107.33333333333331
2015-01-01 02:20:00+00:00;107.375
2015-01-01 02:21:00+00:00;107.44444444444444
2015-01-01 02:22:00+00:00;107.44444444444444
2015-01-01 02:23:00+00:00;125.0
2015-01-01 02:24:00+00:00;190.66666666666663
2015-01-01 02:25:00+00:00;192.55555555555557
2015-01-01 02:26:00+00:00;192.55555555555557
2015-01-01 02:27:00+00:00;187.44444444444449
2015-01-01 02:28:00+00:00;185.75
2015-01-01 02:29:00+00:00;185.0
2015-01-01 02:30:00+00:00;184.4
2015-01-01 02:31:00+00:00;183.11111111111111
2015-01-01 02:32:00+00:00;183.11111111111111
2015-01-01 02:33:00+00:00;182.0
2015-01-01 02:34:00+00:00;164.33333333333334
2015-01-01 02:35:00+00:00;106.66666666666669
2015-01-01 02:36:00+00:00;122.625
2015-01-01 02:37:00+00:00;155.88888888888889
2015-01-01 02:38:00+00:00;154.66666666666666
2015-01-01 02:39:00+00:00;145.0
2015-01-01 02:40:00+00:00;107.11111111111111
2015-01-01 02:41:00+00:00;107.11111111111111
2015-01-01 02:42:00+00:00;107.0
2015-01-01 02:43:00+00:00;107.11111111111111
2015-01-01 02:44:00+00:00;107.11111111111111
2015-01-01 02:45:00+00:00;107.25
2015-01-01 02:46:00+00:00;107.77777777777776
2015-01-01 02:47:00+00:00;107.22222222222224
2015-01-01 02:48:00+00:00;107.22222222222224
2015-01-01 02:49:00+00:00;107.22222222222224
