physical_quantity;power
2015-01-01 00:00:00+00:00;408.0
2015-01-01 00:01:00+00:00;404.25
2015-01-01 00:02:00+00:00;407.0
2015-01-01 00:03:00+00:00;400.5
2015-01-01 00:04:00+00:00;404.5
2015-01-01 00:05:00+00:00;402.8571428571428
2015-01-01 00:06:00+00:00;405.5
2015-01-01 00:07:00+00:00;403.25
2015-01-01 00:08:00+00:00;405.8888888888889
2015-01-01 00:09:00+00:00;405.875
2015-01-01 00:10:00+00:00;405.75
2015-01-01 00:11:00+00:00;399.8888888888889
2015-01-01 00:12:00+00:00;405.125
2015-01-01 00:13:00+00:00;406.75
2015-01-01 00:14:00+00:00;418.375
2015-01-01 00:15:00+00:00;476.3636363636364
2015-01-01 00:16:00+00:00;460.125
2015-01-01 00:17:00+00:00;449.77777777777777
2015-01-01 00:18:00+00:00;445.875
2015-01-01 00:19:00+00:00;438.375
2015-01-01 00:20:00+00:00;443.375
2015-01-01 00:21:00+00:00;447.3333333333333
2015-01-01 00:22:00+00:00;441.75
2015-01-01 00:23:00+00:00;444.0
2015-01-01 00:24:00+00:00;445.22222222222223
2015-01-01 00:25:00+00:00;445.375
2015-01-01 00:26:00+00:00;398.0
2015-01-01 00:27:00+00:00;391.75
2015-01-01 00:28:00+00:00;387.44444444444446
2015-01-01 00:29:00+00:00;386.625
2015-01-01 00:30:00+00:00;388.25
2015-01-01 00:31:00+00:00;395.125
2015-01-01 00:32:00+00:00;386.625
2015-01-01 00:33:00+00:00;381.25
2015-01-01 00:34:00+00:00;381.125
2015-01-01 00:35:00+00:00;379.6666666666667
2015-01-01 00:36:00+00:00;382.125
2015-01-01 00:37:00+00:00;392.25
2015-01-01 00:38:00+00:00;394.625
2015-01-01 00:39:00+00:00;400.55555555555554
2015-01-01 00:40:00+00:00;400.57142857142856
2015-01-01 00:41:00+00:00;398.6666666666667
2015-01-01 00:42:00+00:00;401.57142857142856
2015-01-01 00:43:00+00:00;409.375
2015-01-01 00:44:00+00:00;413.375
2015-01-01 00:45:00+00:00;402.875
2015-01-01 00:46:00+00:00;413.25
2015-01-01 00:47:00+00:00;476.125
2015-01-01 00:48:00+00:00;466.625
2015-01-01 00:49:00+00:00;462.25
2015-01-01 00:50:00+00:00;457.625
2015-01-01 00:51:00+00:00;449.3333333333333
2015-01-01 00:52:00+00:00;440.25
2015-01-01 00:53:00+00:00;443.3333333333333
2015-01-01 00:54:00+00:00;444.0
